Phi[deg],Theta[deg],dB(DirTotal)
-158,16,7.74585
-156,16,7.74186
-154,16,7.73759
-152,16,7.73309
-150,16,7.72837
-148,16,7.72348
-146,16,7.71844
-144,16,7.71329
-142,16,7.70805
-140,16,7.70277
-138,16,7.69747
-136,16,7.69218
-134,16,7.68694
-132,16,7.68178
-130,16,7.67672
-128,16,7.67178
-126,16,7.66701
-124,16,7.66241
-122,16,7.65801
-120,16,7.65383
-118,16,7.64988
-116,16,7.64619
-114,16,7.64275
-112,16,7.63959
-110,16,7.63672
-108,16,7.63414
-106,16,7.63186
-104,16,7.62988
-102,16,7.62822
-100,16,7.62687
-98,16,7.62585
-96,16,7.62515
-94,16,7.62479
-92,16,7.62476
-90,16,7.62508
-88,16,7.62576
-86,16,7.62679
-84,16,7.62819
-82,16,7.62996
-80,16,7.63211
-78,16,7.63465
-76,16,7.63758
-74,16,7.64091
-72,16,7.64465
-70,16,7.64878
-68,16,7.65332
-66,16,7.65827
-64,16,7.6636
-62,16,7.66933
-60,16,7.67543
-58,16,7.68189
-56,16,7.68869
-54,16,7.69581
-52,16,7.70323
-50,16,7.71091
-48,16,7.71883
-46,16,7.72695
-44,16,7.73523
-42,16,7.74363
-40,16,7.75212
-38,16,7.76064
-36,16,7.76915
-34,16,7.77761
-32,16,7.78597
-30,16,7.79418
-28,16,7.80221
-26,16,7.81
-24,16,7.81752
-22,16,7.82471
-20,16,7.83155
-18,16,7.83798
-16,16,7.84399
-14,16,7.84952
-12,16,7.85456
-10,16,7.85908
-8,16,7.86305
-6,16,7.86644
-4,16,7.86925
-2,16,7.87146
0,16,7.87305
2,16,7.87402
4,16,7.87437
6,16,7.87409
8,16,7.87318
10,16,7.87166
12,16,7.86953
14,16,7.86681
16,16,7.86351
18,16,7.85965
20,16,7.85526
22,16,7.85036
24,16,7.84498
26,16,7.83915
28,16,7.8329
30,16,7.82628
32,16,7.81932
34,16,7.81205
36,16,7.80453
38,16,7.79679
40,16,7.78887
42,16,7.78081
44,16,7.77267
46,16,7.76447
48,16,7.75627
50,16,7.74809
52,16,7.73998
54,16,7.73198
56,16,7.72412
58,16,7.71642
60,16,7.70892
62,16,7.70165
64,16,7.69462
66,16,7.68787
68,16,7.68141
70,16,7.67525
72,16,7.66942
74,16,7.66392
76,16,7.65876
78,16,7.65395
80,16,7.6495
82,16,7.64542
84,16,7.6417
86,16,7.63836
88,16,7.6354
90,16,7.63281
92,16,7.63061
94,16,7.6288
96,16,7.62738
98,16,7.62634
100,16,7.6257
102,16,7.62546
104,16,7.62561
106,16,7.62615
108,16,7.62709
110,16,7.62842
112,16,7.63013
114,16,7.63223
116,16,7.6347
118,16,7.63754
120,16,7.64073
122,16,7.64426
124,16,7.64811
126,16,7.65227
128,16,7.6567
130,16,7.66139
132,16,7.66631
134,16,7.67143
136,16,7.67671
138,16,7.68213
140,16,7.68765
142,16,7.69323
144,16,7.69884
146,16,7.70444
148,16,7.71
150,16,7.71546
152,16,7.72081
154,16,7.726
156,16,7.73099
158,16,7.73576
160,16,7.74028
162,16,7.7445
164,16,7.74841
166,16,7.75198
168,16,7.75519
170,16,7.75801
172,16,7.76044
174,16,7.76244
176,16,7.76403
178,16,7.76518
180,16,7.76589
-180,18,7.61267
-178,18,7.61286
-176,18,7.61243
-174,18,7.61141
-172,18,7.60978
-170,18,7.60758
-168,18,7.6048
-166,18,7.60148
-164,18,7.59763
-162,18,7.59329
-160,18,7.58847
-158,18,7.58322
-156,18,7.57757
-154,18,7.57156
-152,18,7.56522
-150,18,7.5586
-148,18,7.55174
-146,18,7.54469
-144,18,7.53749
-142,18,7.53019
-140,18,7.52283
-138,18,7.51547
-136,18,7.50814
-134,18,7.50089
-132,18,7.49376
-130,18,7.48678
-128,18,7.48
-126,18,7.47345
-124,18,7.46716
-122,18,7.46116
-120,18,7.45546
-118,18,7.45009
-116,18,7.44507
-114,18,7.4404
-112,18,7.43611
-110,18,7.43219
-108,18,7.42866
-106,18,7.42551
-104,18,7.42276
-102,18,7.4204
-100,18,7.41844
-98,18,7.41687
-96,18,7.41571
-94,18,7.41495
-92,18,7.41461
-90,18,7.41468
-88,18,7.41518
-86,18,7.41612
-84,18,7.4175
-82,18,7.41934
-80,18,7.42166
-78,18,7.42447
-76,18,7.42777
-74,18,7.43159
-72,18,7.43592
-70,18,7.44079
-68,18,7.44619
-66,18,7.45213
-64,18,7.4586
-62,18,7.46559
-60,18,7.47311
-58,18,7.48112
-56,18,7.48961
-54,18,7.49855
-52,18,7.5079
-50,18,7.51764
-48,18,7.5277
-46,18,7.53806
-44,18,7.54865
-42,18,7.55943
-40,18,7.57033
-38,18,7.5813
-36,18,7.59227
-34,18,7.60318
-32,18,7.61397
-30,18,7.62457
-28,18,7.63493
-26,18,7.64499
-24,18,7.65468
-22,18,7.66395
-20,18,7.67274
-18,18,7.68102
-16,18,7.68872
-14,18,7.69581
-12,18,7.70224
-10,18,7.70799
-8,18,7.71302
-6,18,7.7173
-4,18,7.72082
-2,18,7.72355
0,18,7.72547
2,18,7.72659
4,18,7.72689
6,18,7.72637
8,18,7.72505
10,18,7.72292
12,18,7.72
14,18,7.71632
16,18,7.71188
18,18,7.70673
20,18,7.70089
22,18,7.69439
24,18,7.68727
26,18,7.67959
28,18,7.67138
30,18,7.66269
32,18,7.65358
34,18,7.64409
36,18,7.6343
38,18,7.62425
40,18,7.614
42,18,7.60361
44,18,7.59313
46,18,7.58264
48,18,7.57217
50,18,7.56179
52,18,7.55154
54,18,7.54147
56,18,7.53163
58,18,7.52206
60,18,7.51279
62,18,7.50386
64,18,7.49529
66,18,7.48711
68,18,7.47934
70,18,7.47199
72,18,7.46509
74,18,7.45863
76,18,7.45263
78,18,7.44709
80,18,7.44202
82,18,7.43741
84,18,7.43327
86,18,7.4296
88,18,7.4264
90,18,7.42368
92,18,7.42142
94,18,7.41965
96,18,7.41835
98,18,7.41753
100,18,7.4172
102,18,7.41735
104,18,7.418
106,18,7.41915
108,18,7.42079
110,18,7.42293
112,18,7.42557
114,18,7.42871
116,18,7.43233
118,18,7.43643
120,18,7.44099
122,18,7.44601
124,18,7.45145
126,18,7.45729
128,18,7.46351
130,18,7.47007
132,18,7.47694
134,18,7.48407
136,18,7.49142
138,18,7.49895
140,18,7.50661
142,18,7.51434
144,18,7.5221
146,18,7.52983
148,18,7.53748
150,18,7.545
152,18,7.55234
154,18,7.55944
156,18,7.56626
158,18,7.57276
160,18,7.57888
162,18,7.5846
164,18,7.58986
166,18,7.59465
168,18,7.59893
170,18,7.60266
172,18,7.60584
174,18,7.60845
176,18,7.61046
178,18,7.61187
180,18,7.61267
-180,20,7.44877
-178,20,7.44882
-176,20,7.44807
-174,20,7.44651
-172,20,7.44416
-170,20,7.44103
-168,20,7.43715
-166,20,7.43255
-164,20,7.42725
-162,20,7.42129
-160,20,7.41471
-158,20,7.40755
-156,20,7.39986
-154,20,7.39169
-152,20,7.38309
-150,20,7.37412
-148,20,7.36484
-146,20,7.35531
-144,20,7.34559
-142,20,7.33575
-140,20,7.32585
-138,20,7.31595
-136,20,7.30612
-134,20,7.29642
-132,20,7.2869
-130,20,7.27761
-128,20,7.2686
-126,20,7.25993
-124,20,7.25162
-122,20,7.24372
-120,20,7.23625
-118,20,7.22923
-116,20,7.22268
-114,20,7.21662
-112,20,7.21105
-110,20,7.20598
-108,20,7.2014
-106,20,7.19732
-104,20,7.19373
-102,20,7.19062
-100,20,7.188
-98,20,7.18585
-96,20,7.18419
-94,20,7.183
-92,20,7.18229
-90,20,7.18207
-88,20,7.18235
-86,20,7.18314
-84,20,7.18446
-82,20,7.18633
-80,20,7.18876
-78,20,7.1918
-76,20,7.19544
-74,20,7.19973
-72,20,7.20468
-70,20,7.2103
-68,20,7.21662
-66,20,7.22364
-64,20,7.23136
-62,20,7.23979
-60,20,7.24891
-58,20,7.25869
-56,20,7.26913
-54,20,7.28018
-52,20,7.2918
-50,20,7.30394
-48,20,7.31654
-46,20,7.32954
-44,20,7.34288
-42,20,7.35647
-40,20,7.37023
-38,20,7.3841
-36,20,7.39797
-34,20,7.41178
-32,20,7.42544
-30,20,7.43885
-28,20,7.45195
-26,20,7.46465
-24,20,7.47688
-22,20,7.48857
-20,20,7.49964
-18,20,7.51003
-16,20,7.51969
-14,20,7.52855
-12,20,7.53658
-10,20,7.54373
-8,20,7.54995
-6,20,7.55523
-4,20,7.55952
-2,20,7.56281
0,20,7.56508
2,20,7.56632
4,20,7.56653
6,20,7.5657
8,20,7.56384
10,20,7.56096
12,20,7.55709
14,20,7.55224
16,20,7.54644
18,20,7.53972
20,20,7.53214
22,20,7.52372
24,20,7.51454
26,20,7.50463
28,20,7.49406
30,20,7.48291
32,20,7.47123
34,20,7.4591
36,20,7.4466
38,20,7.4338
40,20,7.42078
42,20,7.40762
44,20,7.3944
46,20,7.3812
48,20,7.36808
50,20,7.35513
52,20,7.3424
54,20,7.32996
56,20,7.31787
58,20,7.30617
60,20,7.29492
62,20,7.28416
64,20,7.2739
66,20,7.26419
68,20,7.25503
70,20,7.24646
72,20,7.23846
74,20,7.23105
76,20,7.22423
78,20,7.218
80,20,7.21236
82,20,7.20729
84,20,7.2028
86,20,7.19887
88,20,7.19551
90,20,7.19272
92,20,7.19049
94,20,7.18882
96,20,7.18772
98,20,7.18719
100,20,7.18724
102,20,7.18788
104,20,7.18912
106,20,7.19097
108,20,7.19343
110,20,7.19651
112,20,7.20022
114,20,7.20456
116,20,7.20953
118,20,7.21511
120,20,7.2213
122,20,7.22808
124,20,7.23542
126,20,7.24329
128,20,7.25166
130,20,7.26048
132,20,7.26971
134,20,7.27928
136,20,7.28915
138,20,7.29925
140,20,7.3095
142,20,7.31985
144,20,7.33022
146,20,7.34054
148,20,7.35074
150,20,7.36075
152,20,7.37049
154,20,7.3799
156,20,7.38892
158,20,7.39748
160,20,7.40553
162,20,7.41302
164,20,7.41989
166,20,7.42611
168,20,7.43163
170,20,7.43643
172,20,7.44048
174,20,7.44375
176,20,7.44623
178,20,7.44791
180,20,7.44877
-180,22,7.27539
-178,22,7.27525
-176,22,7.27406
-174,22,7.27185
-172,22,7.26861
-170,22,7.26438
-168,22,7.25919
-166,22,7.25305
-164,22,7.24602
-162,22,7.23814
-160,22,7.22945
-158,22,7.22001
-156,22,7.20987
-154,22,7.19911
-152,22,7.1878
-150,22,7.176
-148,22,7.16381
-146,22,7.15129
-144,22,7.13853
-142,22,7.12563
-140,22,7.11266
-138,22,7.09971
-136,22,7.08687
-134,22,7.07422
-132,22,7.06183
-130,22,7.04977
-128,22,7.03812
-126,22,7.02694
-124,22,7.01627
-122,22,7.00615
-120,22,6.99663
-118,22,6.98773
-116,22,6.97946
-114,22,6.97184
-112,22,6.96487
-110,22,6.95854
-108,22,6.95285
-106,22,6.94778
-104,22,6.94332
-102,22,6.93945
-100,22,6.93615
-98,22,6.93342
-96,22,6.93123
-94,22,6.92959
-92,22,6.92849
-90,22,6.92795
-88,22,6.92796
-86,22,6.92856
-84,22,6.92976
-82,22,6.93159
-80,22,6.93409
-78,22,6.9373
-76,22,6.94125
-74,22,6.94598
-72,22,6.95153
-70,22,6.95794
-68,22,6.96522
-66,22,6.97341
-64,22,6.98251
-62,22,6.99253
-60,22,7.00346
-58,22,7.01527
-56,22,7.02795
-54,22,7.04145
-52,22,7.0557
-50,22,7.07065
-48,22,7.08622
-46,22,7.10233
-44,22,7.11888
-42,22,7.13577
-40,22,7.1529
-38,22,7.17015
-36,22,7.18743
-34,22,7.20462
-32,22,7.22161
-30,22,7.23828
-28,22,7.25455
-26,22,7.2703
-24,22,7.28544
-22,22,7.29988
-20,22,7.31354
-18,22,7.32634
-16,22,7.3382
-14,22,7.34906
-12,22,7.35887
-10,22,7.36757
-8,22,7.37512
-6,22,7.38148
-4,22,7.38662
-2,22,7.39051
0,22,7.39313
2,22,7.39448
4,22,7.39454
6,22,7.39331
8,22,7.39081
10,22,7.38705
12,22,7.38204
14,22,7.37582
16,22,7.36842
18,22,7.35989
20,22,7.35026
22,22,7.33961
24,22,7.32799
26,22,7.31548
28,22,7.30215
30,22,7.2881
32,22,7.2734
34,22,7.25816
36,22,7.24248
38,22,7.22645
40,22,7.21018
42,22,7.19378
44,22,7.17734
46,22,7.16098
48,22,7.14478
50,22,7.12885
52,22,7.11327
54,22,7.09813
56,22,7.08348
58,22,7.06941
60,22,7.05596
62,22,7.04318
64,22,7.0311
66,22,7.01976
68,22,7.00916
70,22,6.99932
72,22,6.99024
74,22,6.98191
76,22,6.97433
78,22,6.96747
80,22,6.96133
82,22,6.95588
84,22,6.95112
86,22,6.94703
88,22,6.94359
90,22,6.9408
92,22,6.93865
94,22,6.93715
96,22,6.93631
98,22,6.93612
100,22,6.93661
102,22,6.93779
104,22,6.93967
106,22,6.94229
108,22,6.94565
110,22,6.94978
112,22,6.95469
114,22,6.96039
116,22,6.96688
118,22,6.97417
120,22,6.98223
122,22,6.99106
124,22,7.00062
126,22,7.01088
128,22,7.02179
130,22,7.03329
132,22,7.04533
134,22,7.05782
136,22,7.0707
138,22,7.08386
140,22,7.09723
142,22,7.11071
144,22,7.12421
146,22,7.13762
148,22,7.15085
150,22,7.16381
152,22,7.1764
154,22,7.18854
156,22,7.20014
158,22,7.21113
160,22,7.22142
162,22,7.23097
164,22,7.2397
166,22,7.24756
168,22,7.25451
170,22,7.26051
172,22,7.26554
174,22,7.26955
176,22,7.27254
178,22,7.27449
180,22,7.27539
-180,24,7.0935
-178,24,7.0931
-176,24,7.09141
-174,24,7.08842
-172,24,7.08416
-170,24,7.07866
-168,24,7.07195
-166,24,7.06405
-164,24,7.05502
-162,24,7.04491
-160,24,7.03378
-158,24,7.02169
-156,24,7.00871
-154,24,6.99494
-152,24,6.98044
-150,24,6.96533
-148,24,6.9497
-146,24,6.93365
-144,24,6.9173
-142,24,6.90076
-140,24,6.88415
-138,24,6.86758
-136,24,6.85116
-134,24,6.835
-132,24,6.81922
-130,24,6.8039
-128,24,6.78914
-126,24,6.77501
-124,24,6.76158
-122,24,6.74892
-120,24,6.73705
-118,24,6.72602
-116,24,6.71584
-114,24,6.7065
-112,24,6.69802
-110,24,6.69036
-108,24,6.68351
-106,24,6.67743
-104,24,6.6721
-102,24,6.66747
-100,24,6.66351
-98,24,6.6602
-96,24,6.65751
-94,24,6.65542
-92,24,6.65393
-90,24,6.65303
-88,24,6.65275
-86,24,6.6531
-84,24,6.65412
-82,24,6.65585
-80,24,6.65834
-78,24,6.66165
-76,24,6.66584
-74,24,6.67098
-72,24,6.67712
-70,24,6.68431
-68,24,6.69261
-66,24,6.70205
-64,24,6.71266
-62,24,6.72445
-60,24,6.73742
-58,24,6.75155
-56,24,6.76679
-54,24,6.78311
-52,24,6.80042
-50,24,6.81864
-48,24,6.83766
-46,24,6.85739
-44,24,6.87768
-42,24,6.89841
-40,24,6.91944
-38,24,6.94063
-36,24,6.96184
-34,24,6.98292
-32,24,7.00373
-30,24,7.02413
-28,24,7.044
-26,24,7.0632
-24,24,7.08162
-22,24,7.09916
-20,24,7.1157
-18,24,7.13116
-16,24,7.14546
-14,24,7.15852
-12,24,7.17028
-10,24,7.18067
-8,24,7.18965
-6,24,7.19718
-4,24,7.20322
-2,24,7.20774
0,24,7.21072
2,24,7.21216
4,24,7.21203
6,24,7.21034
8,24,7.2071
10,24,7.20232
12,24,7.19603
14,24,7.18826
16,24,7.17904
18,24,7.16842
20,24,7.15647
22,24,7.14325
24,24,7.12885
26,24,7.11334
28,24,7.09683
30,24,7.07943
32,24,7.06124
34,24,7.0424
36,24,7.02302
38,24,7.00325
40,24,6.98321
42,24,6.96304
44,24,6.94288
46,24,6.92286
48,24,6.90312
50,24,6.88377
52,24,6.86493
54,24,6.8467
56,24,6.82918
58,24,6.81245
60,24,6.79657
62,24,6.7816
64,24,6.76757
66,24,6.7545
68,24,6.74242
70,24,6.73131
72,24,6.72117
74,24,6.71198
76,24,6.7037
78,24,6.69631
80,24,6.68977
82,24,6.68405
84,24,6.67912
86,24,6.67495
88,24,6.67151
90,24,6.6688
92,24,6.6668
94,24,6.66551
96,24,6.66495
98,24,6.66513
100,24,6.66607
102,24,6.6678
104,24,6.67036
106,24,6.67377
108,24,6.67809
110,24,6.68333
112,24,6.68953
114,24,6.69672
116,24,6.7049
118,24,6.71409
120,24,6.72428
122,24,6.73545
124,24,6.74758
126,24,6.7606
128,24,6.77447
130,24,6.78912
132,24,6.80445
134,24,6.82038
136,24,6.8368
138,24,6.85359
140,24,6.87063
142,24,6.8878
144,24,6.90497
146,24,6.92201
148,24,6.93879
150,24,6.9552
152,24,6.97111
154,24,6.9864
156,24,7.00098
158,24,7.01475
160,24,7.02762
162,24,7.0395
164,24,7.05032
166,24,7.06004
168,24,7.06858
170,24,7.07592
172,24,7.08201
174,24,7.08683
176,24,7.09036
178,24,7.09258
180,24,7.0935
-180,26,6.90381
-178,26,6.90312
-176,26,6.90085
-174,26,6.89701
-172,26,6.89162
-170,26,6.8847
-168,26,6.8763
-166,26,6.86645
-164,26,6.85519
-162,26,6.8426
-160,26,6.82872
-158,26,6.81364
-156,26,6.79744
-154,26,6.78022
-152,26,6.76209
-150,26,6.74316
-148,26,6.72357
-146,26,6.70343
-144,26,6.6829
-142,26,6.66212
-140,26,6.64125
-138,26,6.62043
-136,26,6.59982
-134,26,6.57956
-132,26,6.5598
-130,26,6.54066
-128,26,6.52226
-126,26,6.50472
-124,26,6.48812
-122,26,6.47252
-120,26,6.458
-118,26,6.44457
-116,26,6.43226
-114,26,6.42106
-112,26,6.41095
-110,26,6.40191
-108,26,6.39387
-106,26,6.38679
-104,26,6.38061
-102,26,6.37527
-100,26,6.37071
-98,26,6.36687
-96,26,6.36371
-94,26,6.36119
-92,26,6.35931
-90,26,6.35805
-88,26,6.35743
-86,26,6.35749
-84,26,6.35825
-82,26,6.3598
-80,26,6.3622
-78,26,6.36553
-76,26,6.3699
-74,26,6.37537
-72,26,6.38206
-70,26,6.39005
-68,26,6.3994
-66,26,6.41019
-64,26,6.42245
-62,26,6.43621
-60,26,6.45148
-58,26,6.46823
-56,26,6.48642
-54,26,6.50598
-52,26,6.52681
-50,26,6.5488
-48,26,6.57183
-46,26,6.59573
-44,26,6.62035
-42,26,6.64551
-40,26,6.67103
-38,26,6.69673
-36,26,6.72242
-34,26,6.74791
-32,26,6.77304
-30,26,6.79764
-28,26,6.82153
-26,26,6.84457
-24,26,6.86662
-22,26,6.88755
-20,26,6.90725
-18,26,6.92561
-16,26,6.94254
-14,26,6.95796
-12,26,6.9718
-10,26,6.98399
-8,26,6.99449
-6,26,7.00325
-4,26,7.01023
-2,26,7.01541
0,26,7.01876
2,26,7.02027
4,26,7.01992
6,26,7.01772
8,26,7.01367
10,26,7.00778
12,26,7.00007
14,26,6.99058
16,26,6.97935
18,26,6.96643
20,26,6.95189
22,26,6.93581
24,26,6.91827
26,26,6.89939
28,26,6.87929
30,26,6.85808
32,26,6.83592
34,26,6.81296
36,26,6.78935
38,26,6.76528
40,26,6.7409
42,26,6.71641
44,26,6.69197
46,26,6.66777
48,26,6.64396
50,26,6.62071
52,26,6.59816
54,26,6.57645
56,26,6.55571
58,26,6.53602
60,26,6.51747
62,26,6.50011
64,26,6.484
66,26,6.46914
68,26,6.45554
70,26,6.44318
72,26,6.43204
74,26,6.42205
76,26,6.41319
78,26,6.40538
80,26,6.39856
82,26,6.39269
84,26,6.38769
86,26,6.38354
88,26,6.38019
90,26,6.37761
92,26,6.37579
94,26,6.37474
96,26,6.37446
98,26,6.37499
100,26,6.37636
102,26,6.37862
104,26,6.38182
106,26,6.38603
108,26,6.3913
110,26,6.39769
112,26,6.40525
114,26,6.41403
116,26,6.42405
118,26,6.43535
120,26,6.44791
122,26,6.46172
124,26,6.47676
126,26,6.49296
128,26,6.51024
130,26,6.52852
132,26,6.54769
134,26,6.56761
136,26,6.58815
138,26,6.60916
140,26,6.63047
142,26,6.65193
144,26,6.67335
146,26,6.69459
148,26,6.71547
150,26,6.73583
152,26,6.75552
154,26,6.77441
156,26,6.79236
158,26,6.80926
160,26,6.82499
162,26,6.83947
164,26,6.85261
166,26,6.86435
168,26,6.87463
170,26,6.88341
172,26,6.89065
174,26,6.89632
176,26,6.90041
178,26,6.90291
180,26,6.90381
-180,28,6.70682
-178,28,6.7058
-176,28,6.70291
-174,28,6.69816
-172,28,6.69156
-170,28,6.68314
-168,28,6.67294
-166,28,6.66099
-164,28,6.64734
-162,28,6.63204
-160,28,6.61517
-158,28,6.59681
-156,28,6.57706
-154,28,6.55601
-152,28,6.53381
-150,28,6.51059
-148,28,6.4865
-146,28,6.46171
-144,28,6.4364
-142,28,6.41075
-140,28,6.38497
-138,28,6.35924
-136,28,6.33377
-134,28,6.30875
-132,28,6.28437
-130,28,6.2608
-128,28,6.2382
-126,28,6.21671
-124,28,6.19646
-122,28,6.17753
-120,28,6.15999
-118,28,6.14389
-116,28,6.12923
-114,28,6.11601
-112,28,6.10418
-110,28,6.09369
-108,28,6.08447
-106,28,6.07642
-104,28,6.06945
-102,28,6.06346
-100,28,6.05836
-98,28,6.05406
-96,28,6.0505
-94,28,6.04761
-92,28,6.04535
-90,28,6.04373
-88,28,6.04275
-86,28,6.04245
-84,28,6.0429
-82,28,6.04417
-80,28,6.04638
-78,28,6.04964
-76,28,6.05408
-74,28,6.05983
-72,28,6.06703
-70,28,6.0758
-68,28,6.08625
-66,28,6.09848
-64,28,6.11255
-62,28,6.12851
-60,28,6.14636
-58,28,6.16609
-56,28,6.18763
-54,28,6.21091
-52,28,6.23579
-50,28,6.26212
-48,28,6.28974
-46,28,6.31844
-44,28,6.34801
-42,28,6.37822
-40,28,6.40885
-38,28,6.43964
-36,28,6.47038
-34,28,6.50083
-32,28,6.53078
-30,28,6.56001
-28,28,6.58832
-26,28,6.61556
-24,28,6.64154
-22,28,6.66613
-20,28,6.6892
-18,28,6.71064
-16,28,6.73035
-14,28,6.74824
-12,28,6.76425
-10,28,6.77831
-8,28,6.79038
-6,28,6.8004
-4,28,6.80836
-2,28,6.81421
0,28,6.81794
2,28,6.81952
4,28,6.81894
6,28,6.8162
8,28,6.81129
10,28,6.80423
12,28,6.79502
14,28,6.78371
16,28,6.77032
18,28,6.75491
20,28,6.73756
22,28,6.71835
24,28,6.69737
26,28,6.67476
28,28,6.65065
30,28,6.6252
32,28,6.59857
34,28,6.57097
36,28,6.54259
38,28,6.51364
40,28,6.48434
42,28,6.45493
44,28,6.42562
46,28,6.39664
48,28,6.3682
50,28,6.34052
52,28,6.31379
54,28,6.28817
56,28,6.26382
58,28,6.24085
60,28,6.21937
62,28,6.19945
64,28,6.18112
66,28,6.1644
68,28,6.14927
70,28,6.13569
72,28,6.12361
74,28,6.11295
76,28,6.10361
78,28,6.09552
80,28,6.08857
82,28,6.08267
84,28,6.07773
86,28,6.0737
88,28,6.0705
90,28,6.0681
92,28,6.06649
94,28,6.06566
96,28,6.06563
98,28,6.06646
100,28,6.06819
102,28,6.07091
104,28,6.07469
106,28,6.07963
108,28,6.08582
110,28,6.09335
112,28,6.1023
114,28,6.11275
116,28,6.12474
118,28,6.13833
120,28,6.15352
122,28,6.17029
124,28,6.18861
126,28,6.20841
128,28,6.22959
130,28,6.25204
132,28,6.27561
134,28,6.30014
136,28,6.32543
138,28,6.35129
140,28,6.37751
142,28,6.40388
144,28,6.43018
146,28,6.45619
148,28,6.48171
150,28,6.50654
152,28,6.53049
154,28,6.55339
156,28,6.57508
158,28,6.59542
160,28,6.61429
162,28,6.63158
164,28,6.64722
166,28,6.66112
168,28,6.67324
170,28,6.68353
172,28,6.69196
174,28,6.69851
176,28,6.70318
178,28,6.70594
180,28,6.70682
-180,30,6.50274
-178,30,6.50139
-176,30,6.49787
-174,30,6.49219
-172,30,6.48436
-170,30,6.47442
-168,30,6.46237
-166,30,6.44825
-164,30,6.43211
-162,30,6.41398
-160,30,6.39395
-158,30,6.37209
-156,30,6.34849
-154,30,6.3233
-152,30,6.29663
-150,30,6.26867
-148,30,6.23958
-146,30,6.20958
-144,30,6.17889
-142,30,6.14773
-140,30,6.11636
-138,30,6.08503
-136,30,6.05399
-134,30,6.0235
-132,30,5.99381
-130,30,5.96514
-128,30,5.93771
-126,30,5.9117
-124,30,5.88727
-122,30,5.86455
-120,30,5.84362
-118,30,5.82452
-116,30,5.80728
-114,30,5.79187
-112,30,5.77822
-110,30,5.76625
-108,30,5.75584
-106,30,5.74687
-104,30,5.73918
-102,30,5.73264
-100,30,5.72711
-98,30,5.72245
-96,30,5.71855
-94,30,5.71534
-92,30,5.71276
-90,30,5.71078
-88,30,5.70941
-86,30,5.70871
-84,30,5.70876
-82,30,5.70966
-80,30,5.71157
-78,30,5.71465
-76,30,5.71907
-74,30,5.72502
-72,30,5.73268
-70,30,5.74223
-68,30,5.75383
-66,30,5.76761
-64,30,5.78367
-62,30,5.80208
-60,30,5.82284
-58,30,5.84594
-56,30,5.87131
-54,30,5.89882
-52,30,5.92832
-50,30,5.95962
-48,30,5.99247
-46,30,6.02664
-44,30,6.06183
-42,30,6.09775
-40,30,6.13412
-38,30,6.17063
-36,30,6.20698
-34,30,6.24291
-32,30,6.27813
-30,30,6.31241
-28,30,6.34552
-26,30,6.37725
-24,30,6.40741
-22,30,6.43586
-20,30,6.46246
-18,30,6.48708
-16,30,6.50964
-14,30,6.53006
-12,30,6.54826
-10,30,6.56421
-8,30,6.57785
-6,30,6.58915
-4,30,6.59808
-2,30,6.60461
0,30,6.60871
2,30,6.61038
4,30,6.60958
6,30,6.6063
8,30,6.60054
10,30,6.59229
12,30,6.58156
14,30,6.56836
16,30,6.55273
18,30,6.53472
20,30,6.51439
22,30,6.49183
24,30,6.46715
26,30,6.44049
28,30,6.41201
30,30,6.38188
32,30,6.35033
34,30,6.31756
36,30,6.28384
38,30,6.24942
40,30,6.21459
42,30,6.17962
44,30,6.14481
46,30,6.11044
48,30,6.07678
50,30,6.04411
52,30,6.01266
54,30,5.98266
56,30,5.95429
58,30,5.92771
60,30,5.90303
62,30,5.88034
64,30,5.85966
66,30,5.84102
68,30,5.82435
70,30,5.80961
72,30,5.79668
74,30,5.78546
76,30,5.77581
78,30,5.76758
80,30,5.76064
82,30,5.75486
84,30,5.7501
86,30,5.74627
88,30,5.74329
90,30,5.7411
92,30,5.73968
94,30,5.73903
96,30,5.73919
98,30,5.74023
100,30,5.74222
102,30,5.74528
104,30,5.74952
106,30,5.75509
108,30,5.76213
110,30,5.77075
112,30,5.7811
114,30,5.79328
116,30,5.80737
118,30,5.82343
120,30,5.84149
122,30,5.86155
124,30,5.88355
126,30,5.90741
128,30,5.93302
130,30,5.96021
132,30,5.9888
134,30,6.01857
136,30,6.04928
138,30,6.08068
140,30,6.11248
142,30,6.14443
144,30,6.17623
146,30,6.20761
148,30,6.23833
150,30,6.26812
152,30,6.29677
154,30,6.32406
156,30,6.34981
158,30,6.37386
160,30,6.39608
162,30,6.41636
164,30,6.43461
166,30,6.45076
168,30,6.46477
170,30,6.4766
172,30,6.48623
174,30,6.49366
176,30,6.49889
178,30,6.50191
180,30,6.50274
-180,32,6.29161
-178,32,6.28993
-176,32,6.2858
-174,32,6.27923
-172,32,6.27023
-170,32,6.25879
-168,32,6.24494
-166,32,6.22868
-164,32,6.21003
-162,32,6.18904
-160,32,6.16576
-158,32,6.14025
-156,32,6.11263
-154,32,6.08302
-152,32,6.05157
-150,32,6.01847
-148,32,5.98392
-146,32,5.94818
-144,32,5.9115
-142,32,5.87419
-140,32,5.83654
-138,32,5.79888
-136,32,5.76153
-134,32,5.72482
-132,32,5.68908
-130,32,5.65459
-128,32,5.62164
-126,32,5.59048
-124,32,5.56131
-122,32,5.53429
-120,32,5.50954
-118,32,5.48711
-116,32,5.46703
-114,32,5.44924
-112,32,5.43366
